ntcse,uunn,amt,direccion,wgsy,wgsx
E450275,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR CANI CA - CARRETERA CARRETERA A CANI,-9.886779583,-76.38904729
E450288,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR ROSAPAMPA CA - CARRETERA CARRETERA A ROSAPAMPA,-9.909333161,-76.43674539
E450287,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR PAMPAS CA - CARRETERA CARRETERA A PAMPAS,-9.903458919,-76.43603637
E450277,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR HUAYLLACAYAN CA - CARRETERA CARRETERA A HUAYLLACAYAN,-9.87418306,-76.47946695
E450676,HUANUCO,A4253,LLICUA CL - CALLE CALLE CALICANTO 145,-9.932160153,-76.23594438
E450542,HUANUCO,A4259,CS - CASERIO LAJA CA - CARRETERA LAJA,-9.880043949,-75.95920048
E450281,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR LIMAPAMPA CA - CARRETERA CARRETERA A LIMAPAMPA,-9.897608041,-76.3868639
E450276,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR CANI CA - CARRETERA CARRETERA A LANJAS,-9.885227291,-76.38280463
E450284,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR MONTE AZUL CA - CARRETERA CARRETERA A MONTE AZUL,-9.891291493,-76.46235406
E450282,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR LIMAPAMPA CA - CARRETERA CARRETERA A LIMAPAMPA,-9.89928667,-76.3711012
E450280,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR LANJAS CA - CARRETERA CARRETERA A LANJAS,-9.882466395,-76.37692977
E450278,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR HUAYLLACAYAN CA - CARRETERA CARRETERA A HUAYLLACAYAN,-9.88419413,-76.47699502
E450289,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR SANTA ANA CA - CARRETERA CARRETERA A SANTA ANA,-9.791200586,-76.41722809
E450283,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR LIMAPAMPA CA - CARRETERA CARRETERA A PUYACC,-9.911626362,-76.37997705
E450279,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR LANJAS CA - CARRETERA CARRETERA A LANJAS,-9.876788868,-76.38114882
E450160,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO ISCOPAMPA CA - CARRETERA CARRETERA A ISCOPAMPA,-9.552019327,-76.51556539
E450161,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO ISCOPAMPA PL - PLAZA PLAZA PRINCIPAL,-9.55981067,-76.51637444
E450162,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO COTOSH CA - CARRETERA CARRETERA A COTOSH,-9.566159695,-76.51378717
E450184,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO CUTASH PL - PLAZA PLAZA PRINCIPAL,-9.482726339,-76.36543473
E450185,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO PATAHUASI PL - PLAZA PLAZA PRINCIPAL,-9.489474765,-76.34226677
E450186,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO HUANCACHACA PL - PLAZA PLAZA PRINCIPAL,-9.477924368,-76.34288676
E450187,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO PUYHUAN PL - PLAZA PLAZA PRINCIPAL,-9.463529144,-76.34487924
E450735,HUANUCO,A4260,CPME - CENTRO POBLADO MENOR MIRACHI,-9.878319695,-76.14934761
E450755,HUANUCO,A4266,CAYHUAYNA S/N JR - JIRÓN LOS ALAMOS Jr. Los Alamos s/n,-9.963545738,-76.24251123
E450758,HUANUCO,A4266,CPME - CENTRO POBLADO MENOR MARABAMBA S/N MIRADOR TURISTICO MARABAMBA S/N,-9.942838079,-76.25290129
E450677,HUANUCO,A4257,CA - CARRETERA SHUSHUNYA,-10.09910486,-76.31732813
E450678,HUANUCO,A4257,CA - CARRETERA PATAHUASI,-10.15124896,-76.35878695
E450679,HUANUCO,A4257,CA - CARRETERA QUISUARAGRA,-10.13521013,-76.35014883
E450680,HUANUCO,A4257,CA - CARRETERA NOG NOG MOSCATUNA,-10.1948775,-76.28966099
E450681,HUANUCO,A4257,CA - CARRETERA TISHGO - HUCAR,-10.22432153,-76.28043426
E450682,HUANUCO,A4257,CA - CARRETERA INGENIO ALTO,-10.18049802,-76.23183012
E450665,HUANUCO,A4258,CA - CARRETERA UCRUCANCHA,-10.10718672,-76.48101702
E450666,HUANUCO,A4272,CA - CARRETERA SAN ANTONIO DE PUCYOG,-10.2705009,-76.62701488
E450672,HUANUCO,A4272,CA - CARRETERA SAN CRISTOBAL,-10.15330201,-76.62076916
E450667,HUANUCO,A4272,CA - CARRETERA UCHCUMACHAY,-10.25764666,-76.64873034
E450669,HUANUCO,A4272,CA - CARRETERA PARASHAPATA,-10.16104723,-76.62259413
E450670,HUANUCO,A4272,CA - CARRETERA CAURICANCHA,-10.13967251,-76.61592185
E450668,HUANUCO,A4272,CA - CARRETERA GOLOTUTO,-10.27190078,-76.64526628
E450671,HUANUCO,A4272,CA - CARRETERA ICHIC CRUZ PATA,-10.14500683,-76.61926567
E450152,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO FLOR DE HUASPAY CA - CARRETERA CARRETERA A FLOR DE HUASPAY,-9.617417796,-76.71698047
E450153,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO NUEVA ESPERANZA PL - PLAZA PLAZA PRINCIPAL NUEVA ESPERANZA,-9.603064722,-76.71085712
E450154,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO CASACANCHA CA - CARRETERA CARRETERA A CASACANCHA,-9.603823082,-76.67985175
E450155,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO TRANCA PL - PLAZA PLAZA PRINCIPAL TRANCA,-9.597040588,-76.66286566
E450156,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO TRANCA CA - CARRETERA CARRETERA A TRANCA,-9.597405992,-76.65823001
E450157,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO GUELLAYCANCHA CA - CARRETERA CARRETERA A GUELLAYCANCHA,-9.5637983,-76.38292536
E450158,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO TINGOPAMPA CA - CARRETERA CARRETERA A TINGOPAMPA,-9.568730548,-76.5418927
E450159,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO TINGOPAMPA CA - CARRETERA CARRETERA A TINGOPAMPA,-9.570538298,-76.53181648
E450198,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO ANTARAURA CA - CARRETERA CARRETERA ANTARAURA,-9.608119713,-76.6405681
E450199,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO NUEVA NATINCOCHA PL - PLAZA PLAZA NUEVA NATINCOCHA,-9.592864264,-76.50001203
E450197,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO NUEVA GUENAWILCA CA - CARRETERA CARRETERA NUEVA GUENAWILCA,-9.606074254,-76.67007007
E450168,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO CHUSCOCOCHA CA - CARRETERA CHUSCOCOCHA SED 2,-9.523046545,-76.45699624
E450169,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO CHUSCOCOCHA CA - CARRETERA CHUSCOCOCHA,-9.524214339,-76.46511681
E450170,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO CHUSCOCOCHA CA - CARRETERA CARRETERA CHUSCOCOCHA,-9.511865844,-76.46035376
E450171,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO KOTOSH CA - CARRETERA CARRETERA KOTOSH,-9.551958202,-76.44331212
E450172,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO JACARAGRA CA - CARRETERA CARRETERA JACARAGRA,-9.558411551,-76.45117963
E450173,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO TUNANCANCCHA CA - CARRETERA CARRETERA TUNANCANCCHA,-9.566202905,-76.44412493
E450174,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO STA ROSA DE MARAY CHICO CA - CARRETERA CARRETERA STA ROSA DE MARAY CHICO,-9.574464303,-76.42963875
E450175,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO MARAY PAMPA CA - CARRETERA CARRETERA MARAY PAMPA,-9.584225156,-76.42199925
E450176,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO CHINCHAN CA - CARRETERA CARRETERA A CHINCHAN,-9.592653542,-76.4348395
E450177,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO TORREPAMPA PL - PLAZA PLAZA PRINCIPAL,-9.666991382,-76.4364611
E450178,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO TORREPAMPA PL - PLAZA PLAZA PRINCIPAL,-9.669578278,-76.44707887
E450179,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO OGOPAMPA PL - PLAZA PLAZA PRINCIPAL,-9.559502323,-76.37417163
E450180,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO SHOGO PAMPA PL - PLAZA PLAZA PRINCIPAL,-9.534940421,-76.367133
E450181,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO MISHQUIPAMPA PL - PLAZA PLAZA PRINCIPAL,-9.53891794,-76.36264875
E450182,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO NUEVO HATUN PATAY PL - PLAZA PLAZA PRINCIPAL,-9.523784179,-76.35271438
E450183,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO INCHIK PL - PLAZA PLAZA PRINCIPAL,-9.493665923,-76.3611821
E450163,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO HUISCA PL - PLAZA PLAZA PRINCIPAL,-9.610477897,-76.50419863
E450164,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO TINGO PAMPA CA - CARRETERA CARRETERA A TINGO PAMPA,-9.56800097,-76.52075511
E450165,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO JETGA CA - CARRETERA CARRETERA A JETGA,-9.630633957,-76.50826986
E450166,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO JETGA CA - CARRETERA CARRRETERA A JETGA,-9.636772718,-76.51469334
E450167,HUANUCO,A4268,CPME - CENTRO POBLADO MENOR ANEXO CHUSCOCOCHA CA - CARRETERA CARRETERA A CHUSCOCOCHA SED 1,-9.52958866,-76.45143111
E450285,HUANUCO,A4258,CPMA - CENTRO POBLADO MAYOR PAMPAS CA - CARRETERA CARRETERA A PAMPAS,-9.869131612,-76.49140846
E450286,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR PAMPAS CA - CARRETERA CARRETERA A PAMPAS,-9.871536339,-76.49775119
E450717,HUANUCO,A4270,CPME - CENTRO POBLADO MENOR LA UNION JR - JIRÓN COMERCIO LA UNION,-9.82139407,-76.79916921
E450566,HUANUCO,A4259,CS - CASERIO MANCA QUECHQUE CA - CARRETERA MANCA QUECHQUE,-9.937688962,-76.04007746
E450567,HUANUCO,A4259,CS - CASERIO MIRAPATA CA - CARRETERA MIRAPATA,-9.945174004,-76.03769847
E450568,HUANUCO,A4259,CS - CASERIO PACAYNIYOJ CA - CARRETERA PACAYNIYOJ,-9.921882998,-76.01584648
E450569,HUANUCO,A4259,CS - CASERIO PICAHUAYPAMPA - MESAPAMPA CA - CARRETERA PICAHUAYPAMPA - MESAPAMPA,-9.948069978,-76.00806446
E450570,HUANUCO,A4259,CS - CASERIO SAN CRISTOBAL DE NAUNAN CA - CARRETERA SAN CRISTOBAL DE NAUNAN,-9.87319894,-75.91394596
E450571,HUANUCO,A4259,CS - CASERIO QUINQUI CA - CARRETERA QUINQUI,-9.954508476,-75.99699999
E450572,HUANUCO,A4259,CS - CASERIO RANGRA CA - CARRETERA RANGRA,-10.05669204,-76.081948
E450573,HUANUCO,A4259,CS - CASERIO RINCO CA - CARRETERA RINCO,-9.976916022,-76.05356249
E450574,HUANUCO,A4259,CS - CASERIO RUDAPATA CA - CARRETERA RUDAPATA,-9.92663701,-76.03220345
E450575,HUANUCO,A4259,CS - CASERIO SEGCHA CA - CARRETERA SEGCHA,-9.925489443,-76.01912144
E450606,HUANUCO,A4259,CS - CASERIO SHIUA PAMPA CA - CARRETERA SHIUA PAMPA,-9.991406027,-76.00526803
E450607,HUANUCO,A4259,CS - CASERIO SHIUA PAMPA ALTA CA - CARRETERA SHIUA PAMPA ALTA,-9.996196464,-76.00576947
E450608,HUANUCO,A4259,CS - CASERIO TAMARIS CA - CARRETERA TAMARIS,-9.965415012,-76.02288896
E450609,HUANUCO,A4259,CS - CASERIO TINGO PAMPA CA - CARRETERA TINGO PAMPA,-9.914389952,-76.02119447
E450610,HUANUCO,A4259,CS - CASERIO USHAYRRUMI CA - CARRETERA USHAYRRUMI,-9.932302946,-76.03350146
E450611,HUANUCO,A4259,CS - CASERIO USHUMAYOPAMPA CA - CARRETERA USHUMAYOPAMPA,-9.923909991,-76.02759545
E450612,HUANUCO,A4259,CS - CASERIO YURAGYACU ALTO CA - CARRETERA YURAGYACU ALTO,-10.07569997,-76.08887451
E450613,HUANUCO,A4259,CS - CASERIO MATAUCRUZ CA - CARRETERA MATAUCRUZ,-9.883907454,-76.00019499
E450614,HUANUCO,A4259,CS - CASERIO PIÑAUCRO CA - CARRETERA PIÑAUCRO,-9.889945494,-76.05025444
E450615,HUANUCO,A4259,CS - CASERIO ROSAPAMPA (UMARI) CA - CARRETERA ROSAPAMPA (UMARI),-9.901036694,-76.0105671
E450506,HUANUCO,A4259,CS - CASERIO MARAGNIYOJ CA - CARRETERA MARAGNIYOJ,-9.832541444,-75.90403348
E450507,HUANUCO,A4259,CS - CASERIO NAUNAN BAJO CA - CARRETERA NAUNAN BAJO,-9.862020996,-75.89381549
E450508,HUANUCO,A4259,CS - CASERIO PALMA PAMPA CA - CARRETERA PALMA PAMPA,-9.883009939,-75.87229549
E450509,HUANUCO,A4259,CA - CASERIO PALTEANAN CA - CARRETERA PALTEANAN,-9.860733986,-75.88844247
E450510,HUANUCO,A4259,CS - CASERIO PIRURO (CHAGLLA) CA - CARRETERA PIRURO (CHAGLLA),-9.828171441,-75.88661347
E450511,HUANUCO,A4259,CS - CASERIO POCHCOY CA - CARRETERA POCHCOY,-9.828027002,-75.9173335
E450512,HUANUCO,A4259,CS - CASERIO QUINQUE CA - CARRETERA QUINQUE,-9.818485974,-75.89008848
E450513,HUANUCO,A4259,CS - CASERIO VERDE POZO CA - CARRETERA VERDE POZO,-9.807034994,-75.92050149
E450514,HUANUCO,A4259,CS - CASERIO MOLINOS CA - CARRETERA MOLINOS,-9.825110982,-75.8706555
E450515,HUANUCO,A4259,CS - CASERIO SAN CRISTOBAL DE NAUNAN CA - CARRETERA SAN CRISTOBAL DE NAUNAN,-9.86687697,-75.91131046
E450516,HUANUCO,A4259,CS - CASERIO COCHAPAMPA CA - CARRETERA COCHAPAMPA,-9.823294457,-75.78793546
E450517,HUANUCO,A4259,CS - CASERIO CEBADA LOMA BAJA CA - CARRETERA CEBADA LOMA BAJA,-9.835891451,-75.90110699
E450518,HUANUCO,A4259,CS - CASERIO PALTEANAN BAJO CA - CARRETERA PALTEANAN BAJO,-9.859334974,-75.88330343
E450519,HUANUCO,A4259,CS - CASERIO POCHCOY ALTO CA - CARRETERA POCHCOY ALTO,-9.829045952,-75.9119325
E450520,HUANUCO,A4259,CA - CASERIO SHUYWA CA - CARRETERA SHUYWA,-9.846661993,-75.90964247
E450521,HUANUCO,A4259,CS - CASERIO TRES PINOS CA - CARRETERA TRES PINOS,-9.852077474,-75.90936449
E450522,HUANUCO,A4259,CS - CASERIO VERDE POZO COLPANA CA - CARRETERA VERDE POZO COLPANA,-9.81107301,-75.91271945
E450523,HUANUCO,A4259,CS - CASERIO ANTATU CA - CARRETERA ANTATU,-9.925747987,-75.99734148
E450524,HUANUCO,A4259,CS - CASERIO CHILIPAMPA - CHUNTURCO CA - CARRETERA CHILIPAMPA - CHUNTURCO,-9.942824011,-75.9939285
E450525,HUANUCO,A4259,CS - CASERIO HUAROJPAMPA CA - CARRETERA HUAROJPAMPA,-9.938705449,-75.87849049
E450526,HUANUCO,A4259,CS - CASERIO HUAYQUILLA CA - CARRETERA HUAYQUILLA,-9.938848479,-76.00456049
E450527,HUANUCO,A4259,CS - CASERIO HUAYUPAMPA CA - CARRETERA HUAYUPAMPA,-9.89291544,-75.99356046
E450528,HUANUCO,A4259,CS - CASERIO ÑUCUY CA - CARRETERA ÑUCUY,-9.862909505,-75.95252348
E450529,HUANUCO,A4259,CS - CASERIO ROSAPAMPA (PANAO) CA - CARRETERA ROSAPAMPA (PANAO),-9.904135442,-76.00197848
E450530,HUANUCO,A4259,CS - CASERIO SILLA (PANAO) CA - CARRETERA SILLA (PANAO),-9.878501013,-75.92809147
E450531,HUANUCO,A4259,CS - CASERIO SIXSIPAMPA CA - CARRETERA SIXSIPAMPA,-9.950584012,-75.99645848
E450532,HUANUCO,A4259,CS - CASERIO TRANCA CA - CARRETERA TRANCA,-9.943736486,-76.00455442
E450533,HUANUCO,A4259,CS - CASERIO YANAPA CA - CARRETERA YANAPA,-9.874767959,-75.93841
E450534,HUANUCO,A4259,CS - CASERIO CHUCHUPUNA HUAMAN CA - CARRETERA CHUCHUPUNA HUAMAN,-9.883118951,-75.96304943
E450535,HUANUCO,A4259,CS - CASERIO COÑAYCA BAJA (WINCHOSPATA) CA - CARRETERA COÑAYCA BAJA (WINCHOSPATA),-9.901838955,-75.98711802
E450536,HUANUCO,A4259,CS - CASERIO HUAMAN BAJA CA - CARRETERA HUAMAN BAJA,-9.876997956,-75.96169643
E450537,HUANUCO,A4259,CS - CASERIO HUAMAN BALCONPATA CA - CARRETERA HUAMAN BALCONPATA,-9.874743966,-75.95042044
E450538,HUANUCO,A4259,CS - CASERIO HUAMPA PUNA CA - CARRETERA HUAMPA PUNA,-9.909699985,-76.01082643
E450539,HUANUCO,A4259,CS - CASERIO HUAMPA PUNA ALTA CA - CARRETERA HUAMPA PUNA ALTA,-9.913402505,-76.0097905
E450540,HUANUCO,A4259,CS - CASERIO HUAMPA PUNA BAJA CA - CARRETERA HUAMPA PUNA BAJA,-9.90836753,-76.0088805
E450541,HUANUCO,A4259,CS - CASERIO HUISCA HUAMAN CA - CARRETERA HUISCA HUAMAN,-9.882721964,-75.95331749
E450543,HUANUCO,A4259,CS - CASERIO ÑUCUY BAJO CA - CARRETERA ÑUCUY BAJO,-9.869076017,-75.95353698
E450544,HUANUCO,A4259,CS - CASERIO SHUPTA CA - CARRETERA SHUPTA,-9.92996447,-75.89253247
E450545,HUANUCO,A4259,CS - CASERIO TAMAR ALTO CA - CARRETERA TAMAR ALTO,-9.934763955,-75.99749649
E450546,HUANUCO,A4259,CS - CASERIO TAMAR LOMA CA - CARRETERA TAMAR LOMA,-9.927873496,-76.00005944
E450547,HUANUCO,A4259,CS - CASERIO WICHILLWAY CA - CARRETERA WICHILLWAY,-9.927222428,-75.9752635
E450548,HUANUCO,A4259,CS - CASERIO ATOJHUARCO CA - CARRETERA ATOJHUARCO,-9.984667922,-76.01073346
E450549,HUANUCO,A4259,CS - CASERIO CAJON CA - CARRETERA CAJON,-10.04696292,-76.09403344
E450550,HUANUCO,A4259,CS - CASERIO CASCARILLA CA - CARRETERA CASCARILLA,-9.969534525,-76.02775044
E450551,HUANUCO,A4259,CS - CASERIO CAURIHUASI CA - CARRETERA CAURIHUASI,-9.974503003,-76.02937244
E450552,HUANUCO,A4259,CS - CASERIO CHALLHUAYOJ CA - CARRETERA CHALLHUAYOJ,-9.953506007,-76.03410046
E450553,HUANUCO,A4259,CS - CASERIO CHAULLINCA CA - CARRETERA CHAULLINCA,-9.989710008,-75.99425046
E450554,HUANUCO,A4259,CS - CASERIO CHICCHIWASI CA - CARRETERA CHICCHIWASI,-9.924788966,-76.03357648
E450555,HUANUCO,A4259,CS - CASERIO COLESNIOC CA - CARRETERA COLESNIOC,-9.959267945,-76.07894548
E450556,HUANUCO,A4259,CS - CASERIO CUTINIAPATA CA - CARRETERA CUTINIAPATA,-9.924134976,-76.04617846
E450557,HUANUCO,A4259,CS - CASERIO GARRIPUM CA - CARRETERA GARRIPUM,-9.994775983,-76.05633852
E450558,HUANUCO,A4259,CS - CASERIO HUAMPALOMA CA - CARRETERA HUAMPALOMA,-9.930927001,-76.02254949
E450559,HUANUCO,A4259,CS - CASERIO HUANCAN CA - CARRETERA HUANCAN,-10.024063,-76.08442449
E450560,HUANUCO,A4259,CS - CASERIO HUAYLLA CA - CARRETERA HUAYLLA,-9.944963972,-76.02455599
E450561,HUANUCO,A4259,CS - CASERIO IGLESIA PATA CA - CARRETERA IGLESIA PATA,-9.913667495,-76.01507144
E450562,HUANUCO,A4259,CS - CASERIO JACYANGA CA - CARRETERA JACYANGA,-9.956524948,-76.0287575
E450563,HUANUCO,A4259,CS - CASERIO JAPRAG (GAPRAC) CA - CARRETERA JAPRAG (GAPRAC),-9.96355499,-76.02127303
E450564,HUANUCO,A4259,CS - CASERIO JICHAOPATA CA - CARRETERA JICHAOPATA,-9.928277961,-76.02825144
E450565,HUANUCO,A4259,CS - CASERIO JICHAUPAMPA CA - CARRETERA JICHAUPAMPA,-9.926986942,-76.02757247
E450576,HUANUCO,A4259,CS - CASERIO SHASHAPARA CA - CARRETERA SHASHAPARA,-9.943493941,-76.03941746
E450577,HUANUCO,A4259,CS - CASERIO SHUTURMA - LAYA RAJRA CA - CARRETERA SHUTURMA - LAYA RAJRA,-9.920626002,-76.05032449
E450578,HUANUCO,A4259,CS - CASERIO SILLA (MOLINO) CA - CARRETERA SILLA (MOLINO),-9.954739943,-76.00322247
E450579,HUANUCO,A4259,CS - CASERIO YURAGYACU CA - CARRETERA YURAGYACU,-10.06867547,-76.08708148
E450580,HUANUCO,A4259,CS - CASERIO ANCO MARCA SARGAPATA ALTA CA - CARRETERA ANCO MARCA SARGAPATA ALTA,-9.982465952,-76.0627845
E450581,HUANUCO,A4259,CS - CASERIO ANCO MARCA SARGAPATA BAJO CA - CARRETERA ANCO MARCA SARGAPATA BAJO,-9.980254937,-76.0602765
E450582,HUANUCO,A4259,CS - CASERIO ANCO MARCA SARGAPATA CENTRO CA - CARRETERA ANCO MARCA SARGAPATA CENTRO,-9.978585968,-76.06355347
E450583,HUANUCO,A4259,CS - CASERIO ANCO MARCA TRANCA CA - CARRETERA ANCO MARCA TRANCA,-9.998428483,-76.0705735
E450584,HUANUCO,A4259,CS - CASERIO CAJON BAJA CA - CARRETERA CAJON BAJA,-10.03864045,-76.08210248
E450585,HUANUCO,A4259,CS - CASERIO CAMPANILLA CA - CARRETERA CAMPANILLA,-9.960454451,-76.0480625
E450616,HUANUCO,A4259,CS - CASERIO CHICHICA ACHIRARAJRA CA - CARRETERA CHICHICA ACHIRARAJRA,-9.904125938,-76.02098943
E450617,HUANUCO,A4259,CS - CASERIO HUANDIN ALTO RUQUI CA - CARRETERA HUANDIN ALTO RUQUI,-9.896766012,-76.04456945
E450618,HUANUCO,A4259,CS - CASERIO MESAPATA HUAYRAG CA - CARRETERA MESAPATA HUAYRAG,-9.839415928,-76.0072935
E450619,HUANUCO,A4259,CS - CASERIO PINQUIRAY ALTO CA - CARRETERA PINQUIRAY ALTO,-9.841337976,-75.96584545
E450620,HUANUCO,A4260,CS - CASERIO CANCHAN CA - CARRETERA CANCHAN,-9.848181002,-76.10262048
E450621,HUANUCO,A4260,CS - CASERIO HUACHASGOTO CA - CARRETERA HUACHASGOTO,-9.858473982,-76.09068746
E450622,HUANUCO,A4260,CS - CASERIO CANCEJOS CA - CARRETERA CANCEJOS,-9.748451467,-76.09357148
E450623,HUANUCO,A4260,CS - CASERIO FONDO ALISAL CA - CARRETERA FONDO ALISAL,-9.774018013,-75.96270646
E450624,HUANUCO,A4260,CS - CASERIO NUEVA UNION CA - CARRETERA NUEVA UNION,-9.786994968,-75.95384545
E450586,HUANUCO,A4259,CS - CASERIO CAURIHUASI ALTO CA - CARRETERA CAURIHUASI ALTO,-9.980293442,-76.03075044
E450587,HUANUCO,A4259,CS - CASERIO CHOCHAOGOTO (JARAHUASI) CA - CARRETERA CHOCHAOGOTO (JARAHUASI),-9.992810471,-76.03733447
E450588,HUANUCO,A4259,CS - CASERIO COCHAPAMPA ALTA CA - CARRETERA COCHAPAMPA ALTA,-9.940134982,-76.01739597
E450589,HUANUCO,A4259,CS - CASERIO CUBA CA - CARRETERA CUBA,-9.980996011,-76.01261648
E450590,HUANUCO,A4259,CS - CASERIO ECUADOR (BUENOS AIRES) CA - CARRETERA ECUADOR (BUENOS AIRES),-9.971273968,-76.01475598
E450591,HUANUCO,A4259,CS - CASERIO HERBABUENA PAMPA CA - CARRETERA HERBABUENA PAMPA,-9.984984993,-76.05468444
E450592,HUANUCO,A4259,CS - CASERIO HUANCAN ALTA CA - CARRETERA HUANCAN ALTA,-10.02399051,-76.09117749
E450593,HUANUCO,A4259,CS - CASERIO HUAYLLA ALTA CA - CARRETERA HUAYLLA ALTA,-9.943092997,-76.02415498
E450594,HUANUCO,A4259,CS - CASERIO JILLUPATA CA - CARRETERA JILLUPATA,-9.952485996,-76.03997548
E450595,HUANUCO,A4259,CS - CASERIO JISHAURA CA - CARRETERA JISHAURA,-9.969770445,-76.03581346
E450596,HUANUCO,A4259,CS - CASERIO JUMPICUY CA - CARRETERA JUMPICUY,-9.914644923,-76.01176145
E450597,HUANUCO,A4259,CS - CASERIO LADERA CA - CARRETERA LADERA,-9.96092345,-76.04623846
E450598,HUANUCO,A4259,CS - CASERIO LLIULLA CA - CARRETERA LLIULLA,-9.937637962,-76.02813544
E450599,HUANUCO,A4259,CS - CASERIO MARCAJANANDA CA - CARRETERA MARCAJANANDA,-9.956742478,-76.03782646
E450600,HUANUCO,A4259,CS - CASERIO PALMA PAMPA TRANCA CA - CARRETERA PALMA PAMPA TRANCA,-9.992560974,-76.06156793
E450601,HUANUCO,A4259,CS - CASERIO PARON CA - CARRETERA PARON,-9.9486625,-76.04530432
E450602,HUANUCO,A4259,CS - CASERIO PIRURO (MOLINO) CA - CARRETERA PIRURO (MOLINO),-9.939741013,-76.00842049
E450603,HUANUCO,A4259,CS - CASERIO PUEBLO JOVEN CA - CARRETERA PUEBLO JOVEN,-9.945790011,-76.0381875
E450604,HUANUCO,A4259,CS - CASERIO ROSA PAMPA (GONGAPATA) CA - CARRETERA ROSA PAMPA (GONGAPATA),-9.986159466,-76.03408147
E450605,HUANUCO,A4259,CS - CASERIO ROSA PAMPA (HUARICHACA) CA - CARRETERA ROSA PAMPA (HUARICHACA),-9.952602002,-76.03194944
E450242,HUANUCO,A4258,CPME - CENTRO POBLADO MENOR CL - CALLE COLPASHPAMPA CALLE PRINCIPAL,-10.04404052,-76.52685569
E450739,HUANUCO,A4257,CPMA - CENTRO POBLADO MAYOR CENTRO POBLADO JUAN CRESPO Y CASTILLO JR - JIRÓN JR. JUAN CRESPO Y CASTILLO,-10.11765578,-76.20731895
E450740,HUANUCO,A4257,AS - ASOCIACIÓN PILLCO MARCA JR - JIRÓN JIRÓN UNIÓN,-10.00332713,-76.23956108
E450744,HUANUCO,A4257,CA - CASERIO CACERIO CAMPAMENTO - QUICACAN CA - CARRETERA CARRETERA CENTRAL HNCO-LIMA,-10.05512553,-76.22343642
E450760,HUANUCO,A4259,CA - CASERIO HUARICHACA S/N CA - CARRETERA A HUARICHACA S/N,-9.942240739,-76.03370179
